Rk,Player,Tm,Age,Pos,G,GS,Tgt,Rec,Ctch%,Yds,Y/R,TD,Lng,Y/Tgt,R/G,Y/G,Fmb
442,Kirk Cousins\CousKi00,MIN,30,QB,16,16,1,1,100.0%,-1,-1.0,0,-1,-1.0,0.1,-0.1,9
443,River Cracraft\CracRi00,DEN,24,,8,0,2,1,50.0%,44,44.0,0,44,22.0,0.1,5.5,1
444,Dane Cruikshank\CruiDa00,TEN,23,,12,0,1,1,100.0%,66,66.0,1,66,66.0,0.1,5.5,0
445,Sean Culkin\CulkSe00,LAC,25,TE,13,10,1,1,100.0%,24,24.0,0,24,24.0,0.1,1.8,0
446,Benny Cunningham\CunnBe01,CHI,28,,15,0,2,1,50.0%,9,9.0,0,9,4.5,0.1,0.6,0
447,Chase Daniel\DaniCh00,CHI,32,qb,5,2,1,1,100.0%,8,8.0,0,8,8.0,0.2,1.6,4
448,Dion Dawkins\DawkDi00,BUF,24,T,16,16,1,1,100.0%,7,7.0,1,7,7.0,0.1,0.4,0
449,Taylor Decker\DeckTa00,DET,25,T,16,16,1,1,100.0%,11,11.0,1,11,11.0,0.1,0.7,0
450,Gehrig Dieter\DietGe00,KAN,25,,4,0,3,1,33.3%,22,22.0,0,22,7.3,0.3,5.5,0
451,George Fant\FantGe00,SEA,26,t/te,16,7,1,1,100.0%,9,9.0,0,9,9.0,0.1,0.6,0
452,Matt Flanagan\FlanMa00,WAS,23,wr,3,1,1,1,100.0%,14,14.0,0,14,14.0,0.3,4.7,0
453,Nick Foles\FoleNi00,PHI,29,qb,5,5,1,1,100.0%,10,10.0,0,15,10.0,0.2,2.0,4
454,Shelton Gibson\GibsSh00,PHI,23,,15,0,3,1,33.3%,48,48.0,0,48,16.0,0.1,3.2,0
455,Mike Gillislee\GillMi00,NOR,28,,4,0,1,1,100.0%,9,9.0,0,9,9.0,0.3,2.3,1
456,Justin Hardee\HardJu01,NOR,24,,16,0,1,1,100.0%,10,10.0,0,10,10.0,0.1,0.6,0
457,Keon Hatcher\HatcKe00,OAK,24,,3,0,2,1,50.0%,8,8.0,0,8,4.0,0.3,2.7,0
458,Ryan Hewitt\HewiRy00,IND,27,te/wr,12,2,2,1,50.0%,1,1.0,1,1,0.5,0.1,0.1,0
459,Darrius Heyward-Bey\HeywDa00,PIT,31,wr,14,2,2,1,50.0%,9,9.0,0,9,4.5,0.1,0.6,0
460,Brian Hill\HillBr02,ATL,23,,10,0,2,1,50.0%,9,9.0,0,9,4.5,0.1,0.9,1
461,Jeremy Hill\HillJe01,NWE,26,,1,0,1,1,100.0%,6,6.0,0,6,6.0,1.0,6.0,0
462,JJ Jones\JoneJJ00,2TM,26,,4,0,1,1,100.0%,3,3.0,0,3,3.0,0.3,0.8,2
463,Ryan Kelly\KellRy00,IND,25,C,12,12,1,1,100.0%,-4,-4.0,0,-4,-4.0,0.1,-0.3,1
464,Marcus Kemp\KempMa00,KAN,23,,16,0,2,1,50.0%,7,7.0,0,7,3.5,0.1,0.4,0
465,Darvin Kidsy\KidsDa00,WAS,23,,2,0,2,1,50.0%,8,8.0,0,8,4.0,0.5,4.0,0
466,Allen Lazard\LazaAl00,GNB,23,,1,0,1,1,100.0%,7,7.0,0,7,7.0,1.0,7.0,0
467,Khari Lee\LeexKh00,BUF,26,,2,0,1,1,100.0%,5,5.0,0,5,5.0,0.5,2.5,0
468,Andrew Luck*\LuckAn00,IND,29,QB,16,16,2,1,50.0%,4,4.0,0,4,2.0,0.1,0.3,6
469,Josh Malone\MaloJo00,CIN,22,,9,0,5,1,20.0%,12,12.0,0,12,2.4,0.1,1.3,0
470,Marcus Mariota\MariMa01,TEN,25,QB,14,13,1,1,100.0%,21,21.0,0,21,21.0,0.1,1.5,9
471,Johnny Mundt\MundJo00,LAR,24,,10,0,1,1,100.0%,5,5.0,0,5,5.0,0.1,0.5,0
472,Cam Phillips\PhilCa01,BUF,23,,2,0,1,1,100.0%,9,9.0,0,9,9.0,0.5,4.5,0
473,Spencer Pulley\PullSp00,NYG,25,C,13,9,1,1,100.0%,-2,-2.0,0,-2,-2.0,0.1,-0.2,0
474,Richard Rodgers\RodgRi00,PHI,26,,7,0,1,1,100.0%,7,7.0,0,7,7.0,0.1,1.0,0
475,Ben Roethlisberger\RoetBe00,PIT,36,QB,16,16,1,1,100.0%,-1,-1.0,0,-1,-1.0,0.1,-0.1,7
476,Matt Ryan\RyanMa00,ATL,33,QB,16,16,1,1,100.0%,5,5.0,1,5,5.0,0.1,0.3,10
477,Matt Schaub\SchaMa00,ATL,37,,3,0,1,1,100.0%,-7,-7.0,0,-7,-7.0,0.3,-2.3,1
478,Sam Shields\ShieSa00,LAR,31,cb/rcb,16,2,1,1,100.0%,12,12.0,0,12,12.0,0.1,0.8,0
479,Bradley Sowell\SoweBr00,CHI,29,fb,16,1,2,1,50.0%,2,2.0,1,2,1.0,0.1,0.1,0
480,Joe Staley\StalJo20,SFO,34,T,16,16,1,1,100.0%,-5,-5.0,0,-5,-5.0,0.1,-0.3,0
481,Tyrone Swoopes\SwooTy00,SEA,24,te,1,1,1,1,100.0%,23,23.0,0,23,23.0,1.0,23.0,0
482,Ryan Tannehill\TannRy00,MIA,30,QB,11,11,1,1,100.0%,3,3.0,1,3,3.0,0.1,0.3,5
483,Robert Turbin\TurbRo00,IND,29,,2,0,2,1,50.0%,3,3.0,0,3,1.5,0.5,1.5,1
484,Alejandro Villanueva*\VillAl00,PIT,30,T,16,16,1,1,100.0%,2,2.0,1,2,2.0,0.1,0.1,0
485,Danny Vitale\VitaDa00,GNB,25,,5,0,2,1,50.0%,2,2.0,0,2,1.0,0.2,0.4,0
486,DeAndre Washington\WashDe00,OAK,25,,10,0,1,1,100.0%,9,9.0,0,9,9.0,0.1,0.9,1
487,Justin Watson\WatsJu01,TAM,23,,12,0,3,1,33.3%,5,5.0,0,5,1.7,0.1,0.4,0
488,Derek Watt\WattDe00,LAC,26,fb,16,5,1,1,100.0%,2,2.0,0,2,2.0,0.1,0.1,0
489,Carson Wentz\WentCa00,PHI,26,QB,11,11,1,1,100.0%,4,4.0,0,4,4.0,0.1,0.4,9
490,Tim White\WhitTi00,BAL,24,,3,0,1,1,100.0%,14,14.0,0,14,14.0,0.3,4.7,1
491,Jonathan Williams\WillJo07,NOR,24,,3,0,1,1,100.0%,1,1.0,0,1,1.0,0.3,0.3,0
492,Kyle Williams*\WillKy20,BUF,35,dt/LDT/rdt,16,16,1,1,100.0%,9,9.0,0,9,9.0,0.1,0.6,0
493,Russell Wilson*\WilsRu00,SEA,30,QB,16,16,1,1,100.0%,-11,-11.0,0,-11,-11.0,0.1,-0.7,10
494,Brandon Zylstra\ZylsBr00,MIN,25,,16,0,2,1,50.0%,23,23.0,0,23,11.5,0.1,1.4,0
